sample_id	sample_name	alias	development_phase	mechanistic_class	mechanisms_cellular	target_class	gene_symbol_1	gene_symbol_2	gene_symbol_3	gene_symbol_4	gene_symbol_5	moa1	moa2	moa3	moa4	moa5	binary_pharmacology	general_indication	cas	target_subcat	class	primary_mechanism	additional_mechanisms	mechanisms_cellular_apoptosis	mechanisms_cellular_angiogenesis	mechanisms_cellular_signal_transduction
NCGC00250411-01	Veliflapon	BAY-X-1005	Phase III	Cell homeostasis	Signal Transduction Modulators	Lipoxygenase	ALOX5AP	NA	NA	NA	NA	Arachidonate 5-Lipoxygenase-Activating Protein Inhibitor	Leukotriene Synthesis Inhibitor	NA	NA	NA	Inhibitor	Metabolic Disorders	128253-31-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00025323-01	Ubenimex	NK-421	Approved	Cell homeostasis	NA	Protease	ANPEP	LTA4H	NA	NA	NA	Aminopeptidase N Inhibitor	Leukotriene A4 Hydrolase Inhibitor	NA	NA	NA	Inhibitor	Oncology	58970-76-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00263175-01	Tosedostat	CHR-2797	Phase II	Cell homeostasis	NA	Protease	ANPEP	NA	NA	NA	NA	Aminopeptidase N Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	238750-77-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015452-19	Flutamide	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	13311-84-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00015754-15	Nilutamide	RU-23908	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	63612-50-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00091014-06	Hydroxyflutamide	Sch-16423	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	52806-53-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00091032-08	Cyproterone acetate	NSC-81430	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	427-51-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00167487-01	(R)-Bicalutamide	ICI-176334	Approved	Cell signaling	NA	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	90357-06-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00263120-01	Enzalutamide	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	915087-33-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00344549-02	Oxandrolone	NSC-67068	Approved	Cell signaling	NA	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	53-39-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00344550-02	Stanozolol	Androstanazole	Approved	Cell signaling	NA	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	10418-03-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346725-01	Apalutamide	ARN-509	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	956104-40-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346736-01	Testosterone cypionate	NA	Approved	Cell signaling	NA	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	58-20-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00263150-01	Andarine	NA	Phase I	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Selective Androgen Receptor Modulator (SARM)	NA	NA	NA	NA	Modulator	Metabolic Disorders	401900-40-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346499-01	Ostarine	MK-2866	Phase II	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	AR	NA	NA	NA	Selective Androgen Receptor Modulator (SARM)	Selective Androgen Receptor Modulator	NA	NA	NA	Modulator	Metabolic Disorders	841205-47-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346468-01	17 alpha-propionate	CB-03-01	Phase III	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	19608-29-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00015697-11	Myricetin	NSC-407290	Preclinical	Cell signaling	Antioxidants|Signal Transduction Modulators|	GPCR signaling	AR	AR	NA	NA	NA	Androgen Receptor Antagonist	Androgen Receptor Ligand	NA	NA	NA	Antagonist	Oncology	529-44-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00017236-08	Baicalein	NA	Preclinical	Cell signaling	Apoptosis Inducers|Autophagy Inducers|Signal Transduction Modulators|	GPCR signaling	AR	AR	ALOX15	ALOX12	DUSP3	Androgen Receptor Antagonist	Androgen Receptor Expression Inhibitor	15-Lipoxygenase Inhibitor	12-Lipoxygenase Inhibitor	Dual Specificity Protein Phosphatase 3 Inhibitor	Antagonist	Oncology	491-67-8	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00263137-01	RD-162	NC-53	Preclinical	Cell signaling	Signal Transduction Modulators	GPCR signaling	AR	NA	NA	NA	NA	Androgen Receptor Antagonist	NA	NA	NA	NA	Antagonist	Oncology	915087-27-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263207-01	QS11	NA	Preclinical	Metabolism	NA	Nucleotide metabolism	ARF1	NA	NA	NA	NA	ADP-ribosylation factor GTPase activating protein 1 Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	944328-88-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015937-02	Spermidine	NA	Preclinical	Cell homeostasis	NA	Autophagy	ATG4A	NA	NA	NA	NA	Autophagy Regulator	NA	NA	NA	NA	Modulator	Oncology	124-20-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00344081-02	STF-62247	NA	Preclinical	Cell homeostasis	Autophagy Inducers	Autophagy	ATG4A	NA	NA	NA	NA	Autophagy Inducer	NA	NA	NA	NA	Modulator	Oncology	315702-99-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00229735-03	KU-60019	NA	Preclinical	Cell signaling	DNA Repair Inhibitors|Signal Transduction Modulators|	Kinase	ATM	NA	NA	NA	NA	ATM Kinase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	925701-46-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263099-01	CP-466722	NA	Preclinical	Cell signaling	DNA Repair Inhibitors|Signal Transduction Modulators|	Kinase	ATM	NA	NA	NA	NA	ATM Kinase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1080622-86-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263190-02	KU-0064	KU-55933	Preclinical	Cell signaling	DNA Repair Inhibitors|Signal Transduction Modulators|	Kinase	ATM	NA	NA	NA	NA	ATM Kinase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	587871-26-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00016447-02	Proscillaridin	NA	Approved	Transporter	NA	Ion channel	ATP1A1	NA	NA	NA	NA	Na+/K+ ATPase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	466-06-08	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015615-14	Lansoprazole	NA	Approved	Transporter	NA	Ion channel	ATP4A	NA	NA	NA	NA	H+/K+-ATPase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	103577-45-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00016925-10	Omeprazole	NA	Approved	Transporter	NA	Ion channel	ATP4A	ABCC3	NA	NA	NA	H+/K+ ATPase Inhibitor	Canalicular multispecific organic anion transporter 2 Expression Enhancer	NA	NA	NA	Inhibitor	Metabolic Disorders	73590-58-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00159518-04	Rabeprazole	LY-307640	Approved	Transporter	NA	Ion channel	ATP4A	NA	NA	NA	NA	H+/K+-ATPase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	117976-90-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346889-01	PF-03716556	NA	Preclinical	Transporter	NA	Ion channel	ATP4A	NA	NA	NA	NA	H+/K+-ATPase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	928774-43-0	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015735-12	Niclosamide	NA	Approved	Metabolism	Autophagy Inducers|Wnt Signaling Inhibitors|	Mitochondria modulator	ATP5F1A	NA	NPY4R	NA	NA	ATP synthase Inhibitor	Bacterial Quorum Sensing (Pseudomonas aeruginosa) Inhibitor	Neuropeptide Y receptor type 4 Positive Allosteric Modulators	NA	NA	Inhibitor	Metabolic Disorders	50-65-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00016564-07	Metformin	NA	Approved	Metabolism	Signal Transduction Modulators	Mitochondria modulator	ATP5F1A	NA	CACNA2D1	PDE5A	INS	ATP synthase Inhibitor	AMP-Activated Protein kinase (AMPK) Activator	Voltage-dependent calcium channel subunit alpha-2/delta-1 Ligand	Phosphodiesterase 5A Inhibitor	Insulin Sensitizer	Inhibitor	Metabolic Disorders	1115-70-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346531-01	Oligomycin A	NA	Preclinical	Metabolism	NA	Mitochondria modulator	ATP5F1A	NA	NA	NA	NA	ATP synthase Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	579-13-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00016543-08	Phenformin	NA	Withdrawn	Metabolism	Glucose Lowering Agents	Mitochondria modulator	ATP5F1A	NA	NA	NA	INS	ATP synthase Inhibitor	NA	NA	NA	Insulin Sensitizer	Inhibitor	Metabolic Disorders	834-28-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00162409-03	Bafilomycin A1	NSC-381866	Preclinical	Metabolism	NA	Mitochondria modulator	ATP6V1A	NA	NA	NA	NA	Vacuolar H+ ATPase (V-ATPase) Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	88899-55-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00165844-02	NU-6027	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	ATR	CDK1	CDK2	NA	NA	Serine-protein kinase ATR Inhibitor	Cyclin-Dependent Kinase 1 Inhibitor	Cyclin-Dependent Kinase 2 Inhibitor	NA	NA	Inhibitor	Oncology	220036-08-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346444-01	VE-821	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	ATR	NA	NA	NA	NA	Serine-protein kinase ATR Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1232410-49-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346488-01	MLN-8054	NA	Discontinued	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	NA	NA	NA	NA	Aurora kinase A Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	869363-13-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346569-01	KW-2449	NA	Discontinued	Cell signaling	Angiogenesis Inhibitors|Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	FLT3	NA	FGFR1	NA	Aurora kinase A Inhibitor	Receptor-type tyrosine-protein kinase FLT3 Inhibitor	Abl Kinase Inhibitor	Fibroblast Growth Factor Receptor 1 Inhibitor	NA	Inhibitor	Oncology	1000669-72-6	NA	NA	NA	NA	FALSE	TRUE	TRUE
NCGC00346652-01	PF-03814735	NA	Discontinued	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	NA	NA	NA	NA	Aurora kinase A Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	942487-16-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00242482-01	SNS-314	NA	Phase I	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	AURKB	AURKC	NA	NA	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	NA	NA	Inhibitor	Oncology	1146618-41-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263094-01	AMG-900	NA	Phase I	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	AURKB	AURKC	NA	NA	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	NA	NA	Inhibitor	Oncology	945595-80-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263204-01	CYC-116	NA	Phase I	Cell signaling	Angiogenesis Inhibitors|Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	AURKB	AURKB	AURKC	NA	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	NA	Inhibitor	Oncology	693228-63-6	NA	NA	NA	NA	FALSE	TRUE	TRUE
NCGC00263178-01	ENMD-981693	ENMD-2076	Phase II	Cell signaling	Angiogenesis Inhibitors|Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	KDR	FLT3	NA	NA	Aurora kinase A Inhibitor	Vascular Endothelial Growth Factor Receptor 2 Inhibitor	Receptor-type tyrosine-protein kinase FLT3 Inhibitor	NA	NA	Inhibitor	Oncology	934353-76-1	NA	NA	NA	NA	FALSE	TRUE	TRUE
NCGC00263203-02	Danusertib	PHA-739358	Phase II	Cell signaling	Angiogenesis Inhibitors|Antimitotic Drugs|Apoptosis Inducers|Signal Transduction Modulators|	Kinase	AURKA	AURKB	AURKC	AURKB	ABL1	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	Aurora kinase B Inhibitor	Abl Kinase Inhibitor	Inhibitor	Oncology	827318-97-8	NA	NA	NA	NA	TRUE	TRUE	TRUE
NCGC00263271-02	Alisertib	MLN-8237	Phase II	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	ABCB1	ABCG2	NA	NA	Aurora kinase A Inhibitor	Multidrug resistance protein 1 Inhibitor	ATP-binding cassette sub-family G member 2 Inhibitor	NA	NA	Inhibitor	Oncology	1028486-01-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00159574-02	ZM-447439	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	AURKB	NA	NA	NA	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	NA	NA	NA	Inhibitor	Oncology	331771-20-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263151-01	JNJ-7706621	RWJ-387252	Preclinical	Cell signaling	Antimitotic Drugs|Apoptosis Inducers|Signal Transduction Modulators|	Kinase	AURKA	CDK1	CDK2	NA	NA	Aurora kinase A Inhibitor	Cyclin-Dependent Kinase 1 Inhibitor	Cyclin-Dependent Kinase 2 Inhibitor	NA	NA	Inhibitor	Oncology	443797-96-4	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00346525-01	Aurora A Inhibitor I	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	NA	NA	NA	NA	Aurora kinase A Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1158838-45-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346526-01	PHA-680632	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	AURKB	AURKC	NA	NA	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	NA	NA	Inhibitor	Oncology	398493-79-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346539-01	CCT-129202	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	NA	NA	NA	NA	Aurora kinase A Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	942947-93-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346542-01	Hesperadin	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	NA	NA	NA	NA	Aurora kinase A Inhibitor	Tyrosine kinase Inhibitor	NA	NA	NA	Inhibitor	Oncology	422513-13-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346676-01	CCT-137690	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKA	AURKB	AURKC	FLT3	NA	Aurora kinase A Inhibitor	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	Receptor-type tyrosine-protein kinase FLT3 Inhibitor	NA	Inhibitor	Oncology	1095382-05-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00168110-01	Tozasertib	MK-0457	Discontinued	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKB	AURKB	AURKA	AURKC	DDR2	Aurora kinase B Inhibitor	Aurora kinase B Inhibitor	Aurora kinase A Inhibitor	Aurora kinase C Inhibitor	Discoidin Domain-Containing Receptor 2 Inhibitor	Inhibitor	Oncology	639089-54-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346645-01	TAK-901	NA	Discontinued	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKB	AURKA	CLK4	CLK1	NA	Aurora kinase B Inhibitor	Aurora kinase A Inhibitor	Dual specificity protein kinase CLK4 Inhibitor	CDC-Like Kinase 1 Inhibitor	NA	Inhibitor	Oncology	934541-31-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263089-02	Barasertib	AZD-1152-HQPA	Phase II	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKB	AURKC	NA	NA	NA	Aurora kinase B Inhibitor	Aurora kinase C Inhibitor	NA	NA	NA	Inhibitor	Oncology	722544-51-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346493-01	AT-9283	NA	Phase II	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	AURKB	AURKB	AURKA	JAK3	JAK2	Aurora kinase B Inhibitor	Aurora kinase B Inhibitor	Aurora kinase A Inhibitor	Tyrosine-protein kinase JAK3 Inhibitor	Tyrosine-protein kinase JAK2 Inhibitor	Inhibitor	Oncology	896466-04-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346648-01	GSK-1070916A	NA	Phase II	Cell signaling	Antimitotic Drugs|Apoptosis Inducers|Signal Transduction Modulators|	Kinase	AURKB	AURKB	NA	NA	NA	Aurora kinase B Inhibitor	Aurora kinase B Inhibitor	NA	NA	NA	Inhibitor	Oncology	942918-07-2	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00183001-01	Tolvaptan	OPC-41061	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AVPR2	NA	NA	NA	NA	Vasopressin V2 receptor Antagonist	NA	NA	NA	NA	Antagonist	Metabolic Disorders	150683-30-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345881-02	Conivaptan	NA	Approved	Cell signaling	Signal Transduction Modulators	GPCR signaling	AVPR2	AVPR1A	OXTR	NA	NA	Vasopressin V2 receptor Antagonist	Vasopressin V1a Receptor Antagonist	Oxytocin Receptor Antagonist	NA	NA	Antagonist	Metabolic Disorders	168626-94-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346506-01	LY-2886721	NA	Discontinued	Cell homeostasis	NA	Protease	BACE1	BACE2	NA	NA	NA	Beta-Secretase 1 Inhibitor	Beta-Secretase 2 Inhibitor	NA	NA	NA	Inhibitor	Neurological Disorders	1262036-50-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00347939-01	BAM-7	NA	Preclinical	Cell homeostasis	Autophagy Inducers|Signal Transduction Modulators|	Apoptosis	BAX	NA	NA	NA	NA	Apoptosis regulator BAX Activator	NA	NA	NA	NA	Activator	Oncology	331244-89-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345789-01	Venetoclax	ABT-199	Approved	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	NA	NA	NA	NA	Apoptosis regulator Bcl-2 Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1257044-40-8	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00016423-14	Gossypol	NSC-726190	Phase I	Cell homeostasis	Antimitotic Drugs|Apoptosis Inducers|Epigenetic Modifier Modulators|Signal Transduction Modulators|	Apoptosis	BCL2	BCL2L1	NA	BCL2A1	BCL2L2	Apoptosis regulator Bcl-2 Inhibitor	Bcl-2-like protein 1 (Bcl-xL) Inhibitor	Lipid Peroxidation Inhibitor	Bcl-2-related protein A1 Inhibitor	Bcl-2-like protein 2 (Bcl-w) Inhibitor	Inhibitor	Oncology	303-45-7	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00188344-05	Navitoclax	ABT-263	Phase II	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	BCL2L1	BCL2A1	BCL2L2	NA	Apoptosis regulator Bcl-2 Inhibitor	Bcl-2-like protein 1 (Bcl-xL) Inhibitor	Bcl-2-Related Protein A1 Inhibitor	Bcl-2-like protein 2 (Bcl-w) Inhibitor	NA	Inhibitor	Oncology	923564-51-6	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00263166-01	Obatoclax	GX-015-070	Phase II	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	BCL2L1	BCL2A1	BCL2	NA	Apoptosis regulator Bcl-2 Inhibitor	Bcl-2-like protein 1 (Bcl-xL) Inhibitor	Bcl-2-Related Protein A1 Inhibitor	Apoptosis regulator Bcl-2 Inhibitor	NA	Inhibitor	Oncology	803712-79-0	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00025207-06	HA14-1	HA-14-1	Preclinical	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	BCL2L1	NA	NA	NA	Apoptosis regulator Bcl-2 Inhibitor	Bcl-2-like protein 1 (Bcl-xL) Inhibitor	NA	NA	NA	Inhibitor	Oncology	65673-63-4	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00253562-02	ABT-737	NA	Preclinical	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	BCL2L1	BCL2L2	BCL2	NA	Apoptosis regulator Bcl-2 Inhibitor	Bcl-2-like protein 1 (Bcl-xL) Inhibitor	Bcl-2-like protein 2 (Bcl-w) Inhibitor	Apoptosis regulator Bcl-2 Inhibitor	NA	Inhibitor	Oncology	852808-04-9	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00263208-01	TW-37	NA	Preclinical	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	BCL2L1	MCL1	BCL2	NA	Apoptosis regulator Bcl-2 Inhibitor	Bcl-2-like protein 1 (Bcl-xL) Inhibitor	Induced myeloid leukemia cell differentiation protein Mcl-1 Expression Inhibitor	Apoptosis regulator Bcl-2 Inhibitor	NA	Inhibitor	Oncology	877877-35-5	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00346595-01	Oridonin	NSC-250682	Preclinical	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BCL2	NFE2L2	NA	NA	NA	Apoptosis regulator Bcl-2 Expression Inhibitor	Nuclear Factor Erythroid 2-Related Factor 2 Activator	NA	NA	NA	Inhibitor	Oncology	28957-04-2	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00346701-01	Laquinimod	NA	Phase II	Cell signaling	NA	Kinase	BDNF	NA	NA	NA	NA	Brain-derived Neurotrophic Factor (BDNF) Activator	NA	NA	NA	NA	Activator	Neurological Disorders	248281-84-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00242514-01	Sepantronium bromide	YM-155	Discontinued	Cell homeostasis	Apoptosis Inducers|Signal Transduction Modulators|	Apoptosis	BIRC5	NA	NA	NA	NA	Survivin Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	781661-94-7	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00189393-03	ML-216	NA	Preclinical	Transcription regulation	NA	Epigenetic factor	BLM	NA	NA	NA	NA	Bloom Helicase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1430213-30-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00247866-04	NCGC00247866	NA	Preclinical	Transcription regulation	NA	Epigenetic factor	BLM	NA	NA	NA	NA	Bloom Helicase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1459140-50-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00165869-03	Dorsomorphin	BML-275	Preclinical	Cell signaling	Apoptosis Inducers|Signal Transduction Modulators|	Kinase	BMPR1A	TGFBR1	AMPK	ACVR1	NA	Bone morphogenetic protein receptor type-1A Inhibitor	TGF-beta receptor Inhibitor	AMP-Activated Protein Kinase (AMPK) Inhibitor	ALK2 Inhibitor	NA	Inhibitor	Oncology	1219168-18-9	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00250399-01	Vemurafenib	RG-7204	Approved	Cell signaling	Signal Transduction Modulators	Kinase	BRAF	RAF1	BRAF	NA	NA	Serine/threonine-protein kinase B-raf Inhibitor	RAF proto-oncogene serine/threonine-protein kinase Inhibitor	Serine/threonine-protein kinase B-raf (Val600Glu Mutant) Inhibitor	NA	NA	Inhibitor	Oncology	918504-65-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346716-01	Dabrafenib	GSK-2118436A	Approved	Cell signaling	Signal Transduction Modulators	Kinase	BRAF	ABCB1	ABCG2	BRAF	NA	Serine/threonine-protein kinase B-raf Inhibitor	Multidrug resistance protein 1 Inhibitor	Breast Cancer-Resistant Protein Inhibitor	Serine/threonine-protein kinase B-raf (Val600Glu Mutant) Inhibitor	NA	Inhibitor	Oncology	1195765-45-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00250407-01	CHIR-265	RAF-265	Phase II	Cell signaling	Angiogenesis Inhibitors|Signal Transduction Modulators|	Kinase	BRAF	KDR	PDGFRB	KIT	RAF1	Serine/threonine-protein kinase B-raf Inhibitor	Vascular Endothelial Growth Factor Receptor 2 Inhibitor	Platelet-derived Growth Factor Receptor beta Inhibitor	Mast/stem cell growth factor receptor Kit Inhibitor	RAF proto-oncogene serine/threonine-protein kinase Inhibitor	Inhibitor	Oncology	927880-90-8	NA	NA	NA	NA	FALSE	TRUE	TRUE
